,video_time_stamp,blink_counter,Emotion,list_of_emotions
83,00:01:23,113,angry,"{'emotion': {'angry': 97.30449882799373, 'disgust': 0.003012972770117237, 'fear': 0.4106386122868791, 'happy': 0.30441965345825595, 'sad': 1.2064352207106614, 'surprise': 0.5961335974792954, 'neutral': 0.1748625281102989}, 'dominant_emotion': 'angry'}"
84,00:01:24,115,angry,"{'emotion': {'angry': 35.661500692367554, 'disgust': 0.09784281719475985, 'fear': 11.963643878698349, 'happy': 0.8277179673314095, 'sad': 20.523247122764587, 'surprise': 29.237699508666992, 'neutral': 1.68834887444973}, 'dominant_emotion': 'angry'}"
85,00:01:25,115,sad,"{'emotion': {'angry': 0.0032659641874488443, 'disgust': 1.475004363440946e-10, 'fear': 0.03643757081590593, 'happy': 0.0003919861228496302, 'sad': 99.95985627174377, 'surprise': 4.70296436343165e-11, 'neutral': 5.2127074923191685e-05}, 'dominant_emotion': 'sad'}"
86,00:01:26,116,angry,"{'emotion': {'angry': 94.17133331298828, 'disgust': 0.17571720527485013, 'fear': 4.111083596944809, 'happy': 0.03213848976884037, 'sad': 1.0044265538454056, 'surprise': 0.3624832956120372, 'neutral': 0.14281654730439186}, 'dominant_emotion': 'angry'}"
87,00:01:27,117,fear,"{'emotion': {'angry': 1.275001407414507, 'disgust': 0.001656575825899648, 'fear': 97.71474031034228, 'happy': 0.007457659942255846, 'sad': 0.007108423477152171, 'surprise': 0.9935342453677362, 'neutral': 0.0005059638476107525}, 'dominant_emotion': 'fear'}"
88,00:01:28,118,fear,"{'emotion': {'angry': 0.13237317325547338, 'disgust': 0.00028503766316134715, 'fear': 53.11792492866516, 'happy': 2.3673245683312416, 'sad': 0.22598938085138798, 'surprise': 44.15610432624817, 'neutral': 4.289995203521357e-06}, 'dominant_emotion': 'fear'}"
89,00:01:29,118,sad,"{'emotion': {'angry': 0.9664363938347824, 'disgust': 3.255464953663259e-09, 'fear': 0.47402450751966146, 'happy': 0.7625128630533382, 'sad': 97.7965655569356, 'surprise': 2.0399718369642406e-08, 'neutral': 0.0004540262948374816}, 'dominant_emotion': 'sad'}"
90,00:01:30,119,surprise,"{'emotion': {'angry': 0.20478072110563517, 'disgust': 0.0001226562176270818, 'fear': 0.01558057265356183, 'happy': 0.002440614298393484, 'sad': 0.0006513915195682785, 'surprise': 99.77560639381409, 'neutral': 0.0008161946425389033}, 'dominant_emotion': 'surprise'}"
91,00:01:31,121,sad,"{'emotion': {'angry': 0.5148594733327627, 'disgust': 1.1296861883447473e-09, 'fear': 0.11706664226949215, 'happy': 0.6192483007907867, 'sad': 98.74876737594604, 'surprise': 3.648979989695489e-10, 'neutral': 5.757404437645164e-05}, 'dominant_emotion': 'sad'}"
92,00:01:32,125,fear,"{'emotion': {'angry': 22.614705420416918, 'disgust': 12.845885029189887, 'fear': 37.55040392580056, 'happy': 0.3017580316518564, 'sad': 4.71998369514845, 'surprise': 13.487539499255389, 'neutral': 8.47972085951095}, 'dominant_emotion': 'fear'}"
93,00:01:33,125,happy,"{'emotion': {'angry': 14.82181074359289, 'disgust': 0.0221754470598351, 'fear': 21.314955196982, 'happy': 53.52405863713519, 'sad': 1.2681524620172426, 'surprise': 5.752042367810921, 'neutral': 3.296799192214108}, 'dominant_emotion': 'happy'}"
94,00:01:34,128,angry,"{'emotion': {'angry': 89.47545289993286, 'disgust': 1.0013689433208128e-05, 'fear': 1.1871767230331898, 'happy': 0.09622819488868117, 'sad': 7.250838726758957, 'surprise': 0.6508179940283298, 'neutral': 1.3394784182310104}, 'dominant_emotion': 'angry'}"
95,00:01:35,129,neutral,"{'emotion': {'angry': 5.109215155243874, 'disgust': 0.00015124307992664399, 'fear': 2.076919935643673, 'happy': 39.28839862346649, 'sad': 0.3764878259971738, 'surprise': 13.374759256839752, 'neutral': 39.77406919002533}, 'dominant_emotion': 'neutral'}"
96,00:01:36,129,fear,"{'emotion': {'angry': 32.84218813870095, 'disgust': 1.5008860341148336, 'fear': 63.950560814075374, 'happy': 0.04641064180474528, 'sad': 0.03856340603799003, 'surprise': 1.5595080334534606, 'neutral': 0.0618802600813347}, 'dominant_emotion': 'fear'}"
97,00:01:37,131,sad,"{'emotion': {'angry': 0.00040756626731308643, 'disgust': 3.658458627188443e-12, 'fear': 8.425256510236068e-05, 'happy': 0.002509223122615367, 'sad': 99.99604225158691, 'surprise': 1.6041451478786273e-11, 'neutral': 0.0009592557944415603}, 'dominant_emotion': 'sad'}"
98,00:01:38,131,sad,"{'emotion': {'angry': 22.371460497379303, 'disgust': 6.683587461253637e-07, 'fear': 0.6004319991916418, 'happy': 0.020983572176191956, 'sad': 44.71557140350342, 'surprise': 0.0007082740012265276, 'neutral': 32.2908490896225}, 'dominant_emotion': 'sad'}"
99,00:01:39,131,happy,"{'emotion': {'angry': 0.49227969720959663, 'disgust': 1.8138797486244584e-05, 'fear': 3.7116635590791702, 'happy': 45.11293172836304, 'sad': 0.43789506889879704, 'surprise': 12.179456651210785, 'neutral': 38.06575834751129}, 'dominant_emotion': 'happy'}"
100,00:01:40,133,fear,"{'emotion': {'angry': 37.8354780575918, 'disgust': 0.0004673114113990966, 'fear': 56.215069068376366, 'happy': 0.7969103297239739, 'sad': 0.02698869954541025, 'surprise': 4.8656254181638605, 'neutral': 0.25946278274582524}, 'dominant_emotion': 'fear'}"
101,00:01:41,134,angry,"{'emotion': {'angry': 94.76228952407837, 'disgust': 6.289245790824793e-08, 'fear': 0.3095581429079175, 'happy': 0.049009069334715605, 'sad': 1.3028323650360107, 'surprise': 0.0005201413387112552, 'neutral': 3.575793281197548}, 'dominant_emotion': 'angry'}"
102,00:01:42,134,neutral,"{'emotion': {'angry': 3.5053057822767366, 'disgust': 0.0032934558620035417, 'fear': 0.2953926277394669, 'happy': 12.489183246444657, 'sad': 7.30919508988828, 'surprise': 0.4054873957775471, 'neutral': 75.99214172316442}, 'dominant_emotion': 'neutral'}"
103,00:01:43,137,disgust,"{'emotion': {'angry': 20.889028906822205, 'disgust': 59.268468618392944, 'fear': 12.882936000823975, 'happy': 0.18146728398278356, 'sad': 1.953938789665699, 'surprise': 3.916584700345993, 'neutral': 0.9075779467821121}, 'dominant_emotion': 'disgust'}"
104,00:01:44,137,sad,"{'emotion': {'angry': 0.7651602839774062, 'disgust': 6.382384151211884e-12, 'fear': 0.012566931421666976, 'happy': 0.2867113736919387, 'sad': 98.93443578090881, 'surprise': 2.1828656568301769e-13, 'neutral': 0.001126889468516154}, 'dominant_emotion': 'sad'}"
105,00:01:45,140,surprise,"{'emotion': {'angry': 1.8008915991653918, 'disgust': 0.000860495413496078, 'fear': 2.1585027466419633, 'happy': 0.16836680849171382, 'sad': 0.00101975686781004, 'surprise': 95.87028573397228, 'neutral': 7.441340449396535e-05}, 'dominant_emotion': 'surprise'}"
106,00:01:46,141,sad,"{'emotion': {'angry': 0.001229937407156447, 'disgust': 8.007223833855278e-12, 'fear': 0.007295367393552804, 'happy': 1.3689027983786344, 'sad': 98.54192129027375, 'surprise': 1.5055765532401573e-06, 'neutral': 0.08065161426710274}, 'dominant_emotion': 'sad'}"
107,00:01:47,143,angry,"{'emotion': {'angry': 76.18310735427053, 'disgust': 16.57497685253896, 'fear': 1.2711795394206595, 'happy': 0.08110812247559458, 'sad': 0.7391694517678676, 'surprise': 5.065303064548604, 'neutral': 0.08514743680239477}, 'dominant_emotion': 'angry'}"
108,00:01:48,144,disgust,"{'emotion': {'angry': 18.267612159252167, 'disgust': 44.23043131828308, 'fear': 31.991413235664368, 'happy': 0.2959039295092225, 'sad': 0.30038522090762854, 'surprise': 4.214614629745483, 'neutral': 0.6996488198637962}, 'dominant_emotion': 'disgust'}"
109,00:01:49,146,fear,"{'emotion': {'angry': 12.640516459941864, 'disgust': 15.170079469680786, 'fear': 71.359121799469, 'happy': 0.0069665140472352505, 'sad': 0.10421104962006211, 'surprise': 0.4831856582313776, 'neutral': 0.23591341450810432}, 'dominant_emotion': 'fear'}"
110,00:01:50,147,angry,"{'emotion': {'angry': 99.12257801025176, 'disgust': 3.696963960566088e-08, 'fear': 0.46334605728434836, 'happy': 0.15475197480222883, 'sad': 0.25927845091778623, 'surprise': 9.104926837328802e-09, 'neutral': 4.4810233022538466e-05}, 'dominant_emotion': 'angry'}"
111,00:01:51,149,fear,"{'emotion': {'angry': 30.975782871246338, 'disgust': 0.2955519361421466, 'fear': 60.9721302986145, 'happy': 0.8444914594292641, 'sad': 0.6665912922471762, 'surprise': 5.146115645766258, 'neutral': 1.0993408039212227}, 'dominant_emotion': 'fear'}"
112,00:01:52,149,surprise,"{'emotion': {'angry': 39.909276366233826, 'disgust': 0.029621689463965595, 'fear': 2.2831881418824196, 'happy': 0.49102921038866043, 'sad': 0.5585182458162308, 'surprise': 56.24708533287048, 'neutral': 0.4812820814549923}, 'dominant_emotion': 'surprise'}"
113,00:01:53,150,sad,"{'emotion': {'angry': 0.0005343840984616758, 'disgust': 1.7717432124228035e-11, 'fear': 0.23091504857211725, 'happy': 4.350306191824226e-05, 'sad': 99.7674405852031, 'surprise': 9.382882349059296e-12, 'neutral': 0.0010615615436645434}, 'dominant_emotion': 'sad'}"
114,00:01:54,151,surprise,"{'emotion': {'angry': 5.4709915071725845, 'disgust': 5.355650500860065e-06, 'fear': 0.11612658854573965, 'happy': 2.63901986181736, 'sad': 0.06151796551421285, 'surprise': 91.68016910552979, 'neutral': 0.0321671279380098}, 'dominant_emotion': 'surprise'}"
115,00:01:55,152,surprise,"{'emotion': {'angry': 0.029322374030016363, 'disgust': 2.0526262289877195e-05, 'fear': 31.833365559577942, 'happy': 0.1591442385688424, 'sad': 0.08849208825267851, 'surprise': 66.93951487541199, 'neutral': 0.9501378051936626}, 'dominant_emotion': 'surprise'}"
116,00:01:56,153,surprise,"{'emotion': {'angry': 0.26234557553205345, 'disgust': 0.06895283997336567, 'fear': 0.12800909643301941, 'happy': 0.01507671494261339, 'sad': 0.0017957659271699556, 'surprise': 99.5072364513419, 'neutral': 0.016582838258521304}, 'dominant_emotion': 'surprise'}"
117,00:01:57,154,angry,"{'emotion': {'angry': 87.9045844078064, 'disgust': 0.6828299723565578, 'fear': 2.950533665716648, 'happy': 0.07997218053787947, 'sad': 0.23449056316167116, 'surprise': 7.673000544309616, 'neutral': 0.4745923914015293}, 'dominant_emotion': 'angry'}"
118,00:01:58,154,fear,"{'emotion': {'angry': 37.09920942783356, 'disgust': 0.13827459188178182, 'fear': 47.594815492630005, 'happy': 1.903955452144146, 'sad': 1.9990075379610062, 'surprise': 1.1533425189554691, 'neutral': 10.111391544342041}, 'dominant_emotion': 'fear'}"
119,00:01:59,156,surprise,"{'emotion': {'angry': 0.0905267777852714, 'disgust': 0.016254582442343235, 'fear': 0.00027890789624507306, 'happy': 6.125621609953669e-06, 'sad': 0.00011067011200793786, 'surprise': 99.89282488822937, 'neutral': 2.3923579561824226e-06}, 'dominant_emotion': 'surprise'}"
120,00:02:00,157,angry,"{'emotion': {'angry': 67.95339989384412, 'disgust': 5.097483343951052e-05, 'fear': 4.53347516259403, 'happy': 3.2528901548916194, 'sad': 7.655874351017139, 'surprise': 1.7505384162389288, 'neutral': 14.853770426140454}, 'dominant_emotion': 'angry'}"
121,00:02:01,157,fear,"{'emotion': {'angry': 5.301225298497045, 'disgust': 4.750965341810543, 'fear': 48.8753469138924, 'happy': 16.377836003561498, 'sad': 0.25497080512692866, 'surprise': 23.70432183691003, 'neutral': 0.7353253251671403}, 'dominant_emotion': 'fear'}"
122,00:02:02,158,fear,"{'emotion': {'angry': 0.6940999172210792, 'disgust': 0.007350695374525144, 'fear': 96.70622984096649, 'happy': 0.789911392043663, 'sad': 0.01230116757839038, 'surprise': 1.5810400225472423, 'neutral': 0.2090633131935223}, 'dominant_emotion': 'fear'}"
123,00:02:03,160,disgust,"{'emotion': {'angry': 0.49739545211195946, 'disgust': 93.98872256278992, 'fear': 3.4382399171590805, 'happy': 0.00023396298729494447, 'sad': 0.09114943095482886, 'surprise': 1.9222361966967583, 'neutral': 0.062029651599004865}, 'dominant_emotion': 'disgust'}"
124,00:02:04,163,angry,"{'emotion': {'angry': 86.84744834899902, 'disgust': 0.00022813226223661331, 'fear': 0.4789977800101042, 'happy': 3.6470718681812286, 'sad': 0.4870847798883915, 'surprise': 7.896707206964493, 'neutral': 0.6424716673791409}, 'dominant_emotion': 'angry'}"
125,00:02:05,166,sad,"{'emotion': {'angry': 0.0007944974640849978, 'disgust': 1.5875887708410516e-12, 'fear': 0.011846397683257237, 'happy': 0.0002791231281662476, 'sad': 99.9870777130127, 'surprise': 5.362339355169442e-16, 'neutral': 5.410379921855224e-08}, 'dominant_emotion': 'sad'}"
126,00:02:06,167,angry,"{'emotion': {'angry': 99.14600248014942, 'disgust': 7.308441939510567e-12, 'fear': 0.8524138988503157, 'happy': 3.7715731454443974e-06, 'sad': 0.0015813421702067358, 'surprise': 1.0135480383936419e-13, 'neutral': 1.1320611789956378e-08}, 'dominant_emotion': 'angry'}"
127,00:02:07,169,sad,"{'emotion': {'angry': 2.1723218989159943, 'disgust': 8.638432661036513e-13, 'fear': 0.0002296633329955806, 'happy': 0.780512578697512, 'sad': 97.04594576906511, 'surprise': 1.2854157477282551e-11, 'neutral': 0.0009920069988077933}, 'dominant_emotion': 'sad'}"
128,00:02:08,170,fear,"{'emotion': {'angry': 12.144085764884949, 'disgust': 6.4829327166080475, 'fear': 46.42535150051117, 'happy': 7.210277020931244, 'sad': 0.4306669346988201, 'surprise': 22.31866419315338, 'neutral': 4.988027364015579}, 'dominant_emotion': 'fear'}"
129,00:02:09,170,disgust,"{'emotion': {'angry': 8.697114139795303, 'disgust': 89.33498859405518, 'fear': 1.318778470158577, 'happy': 0.002669552486622706, 'sad': 0.28160999063402414, 'surprise': 0.1408990239724517, 'neutral': 0.2239431720227003}, 'dominant_emotion': 'disgust'}"
130,00:02:10,172,angry,"{'emotion': {'angry': 61.25198371720217, 'disgust': 0.31035975074677175, 'fear': 0.09217957234894171, 'happy': 30.4130125291951, 'sad': 0.032367023705960736, 'surprise': 7.435273822264303, 'neutral': 0.4648278278754847}, 'dominant_emotion': 'angry'}"
131,00:02:11,173,angry,"{'emotion': {'angry': 92.07572937011719, 'disgust': 0.14078827807679772, 'fear': 0.5479436833411455, 'happy': 0.518074631690979, 'sad': 0.4829108715057373, 'surprise': 5.756350606679916, 'neutral': 0.47820694744586945}, 'dominant_emotion': 'angry'}"
132,00:02:12,176,angry,"{'emotion': {'angry': 90.2660071849823, 'disgust': 0.007638597890036181, 'fear': 7.115904241800308, 'happy': 0.0094097682449501, 'sad': 1.8490159884095192, 'surprise': 0.3940986003726721, 'neutral': 0.3579252865165472}, 'dominant_emotion': 'angry'}"
133,00:02:13,178,fear,"{'emotion': {'angry': 0.6800401610833214, 'disgust': 0.046302119454675085, 'fear': 98.57257621615217, 'happy': 0.007826564046041855, 'sad': 0.3402463220511291, 'surprise': 0.08005807386018945, 'neutral': 0.27294320991567256}, 'dominant_emotion': 'fear'}"
134,00:02:14,180,sad,"{'emotion': {'angry': 0.0012488986612879671, 'disgust': 6.442986769106263e-10, 'fear': 0.0717685790732503, 'happy': 0.08134783711284399, 'sad': 99.76674914360046, 'surprise': 7.901109766450531e-08, 'neutral': 0.0788903038483113}, 'dominant_emotion': 'sad'}"
135,00:02:15,182,surprise,"{'emotion': {'angry': 13.0006343126297, 'disgust': 0.9494601748883724, 'fear': 9.799744188785553, 'happy': 0.23807408288121223, 'sad': 0.7967504672706127, 'surprise': 61.63035035133362, 'neutral': 13.584984838962555}, 'dominant_emotion': 'surprise'}"
136,00:02:16,183,happy,"{'emotion': {'angry': 0.06807355146866467, 'disgust': 1.6136540547075664e-07, 'fear': 0.13847963566713972, 'happy': 96.54929576205535, 'sad': 2.6759031356995946, 'surprise': 9.818199423840772e-05, 'neutral': 0.5681539504654319}, 'dominant_emotion': 'happy'}"
137,00:02:17,185,sad,"{'emotion': {'angry': 19.434644281864166, 'disgust': 2.6052995871772566e-08, 'fear': 0.01411207631463185, 'happy': 2.759016491472721, 'sad': 77.68964171409607, 'surprise': 3.186808683608433e-06, 'neutral': 0.102584611158818}, 'dominant_emotion': 'sad'}"
138,00:02:18,187,angry,"{'emotion': {'angry': 98.50098472845373, 'disgust': 0.7391132364110037, 'fear': 0.3933138682918392, 'happy': 0.00034643748714029637, 'sad': 0.030522663292382752, 'surprise': 0.32839671898147094, 'neutral': 0.007321535085473667}, 'dominant_emotion': 'angry'}"
139,00:02:19,191,disgust,"{'emotion': {'angry': 41.764651256439315, 'disgust': 46.044056900273006, 'fear': 11.111729343842747, 'happy': 0.005824261775247996, 'sad': 0.11442027470906521, 'surprise': 0.7639309826071827, 'neutral': 0.19539276837875277}, 'dominant_emotion': 'disgust'}"
140,00:02:20,191,surprise,"{'emotion': {'angry': 0.2823721384629607, 'disgust': 0.00021440844193421071, 'fear': 0.6426441017538309, 'happy': 0.286605441942811, 'sad': 0.09786838199943304, 'surprise': 98.59333634376526, 'neutral': 0.09696352062746882}, 'dominant_emotion': 'surprise'}"
141,00:02:21,191,surprise,"{'emotion': {'angry': 2.3596715182065964, 'disgust': 6.769961480301845e-07, 'fear': 0.43284930288791656, 'happy': 0.11245913337916136, 'sad': 0.09934933623299003, 'surprise': 94.82227563858032, 'neutral': 2.1733928471803665}, 'dominant_emotion': 'surprise'}"
142,00:02:22,191,surprise,"{'emotion': {'angry': 3.3985525369644165, 'disgust': 0.02885450085159391, 'fear': 3.4130066633224487, 'happy': 0.0551294710021466, 'sad': 0.042651977855712175, 'surprise': 93.01986694335938, 'neutral': 0.041939091170206666}, 'dominant_emotion': 'surprise'}"
143,00:02:23,192,surprise,"{'emotion': {'angry': 0.013097889207741414, 'disgust': 0.00041901771062704087, 'fear': 0.004396830466883909, 'happy': 0.011163489522713553, 'sad': 0.0011261432085977116, 'surprise': 99.96968508128106, 'neutral': 0.00011031010948630258}, 'dominant_emotion': 'surprise'}"
144,00:02:24,195,surprise,"{'emotion': {'angry': 0.7570528876514964, 'disgust': 0.006657257141605445, 'fear': 0.14617625563897227, 'happy': 0.0030064296852555126, 'sad': 0.03470633152984569, 'surprise': 99.04538983377158, 'neutral': 0.007008247902642811}, 'dominant_emotion': 'surprise'}"
145,00:02:25,197,angry,"{'emotion': {'angry': 95.74592760253816, 'disgust': 0.0021688397425585547, 'fear': 2.2993260116188514, 'happy': 0.654773056683176, 'sad': 0.2750272069093934, 'surprise': 0.02982460654568892, 'neutral': 0.9929446251160353}, 'dominant_emotion': 'angry'}"
146,00:02:26,201,angry,"{'emotion': {'angry': 83.5501511633216, 'disgust': 0.310843400854659, 'fear': 1.852574909916531, 'happy': 0.11009126753389627, 'sad': 2.2598202440356916, 'surprise': 10.590999055981749, 'neutral': 1.3255191318071924}, 'dominant_emotion': 'angry'}"
147,00:02:27,204,surprise,"{'emotion': {'angry': 13.776522874832153, 'disgust': 0.5127060692757368, 'fear': 36.06932759284973, 'happy': 0.05999845452606678, 'sad': 2.301074005663395, 'surprise': 47.05367088317871, 'neutral': 0.2267023315653205}, 'dominant_emotion': 'surprise'}"
148,00:02:28,207,surprise,"{'emotion': {'angry': 9.778599441051483, 'disgust': 0.4765653982758522, 'fear': 2.9015833511948586, 'happy': 0.0882715336047113, 'sad': 0.7455266546458006, 'surprise': 85.27435660362244, 'neutral': 0.7350957952439785}, 'dominant_emotion': 'surprise'}"
149,00:02:29,209,surprise,"{'emotion': {'angry': 0.5699513480067253, 'disgust': 3.977946789746056e-05, 'fear': 4.553887248039246, 'happy': 9.76039171218872, 'sad': 0.010797239519888535, 'surprise': 81.37882947921753, 'neutral': 3.7261031568050385}, 'dominant_emotion': 'surprise'}"
150,00:02:30,209,fear,"{'emotion': {'angry': 6.48479238152504, 'disgust': 0.001927732773765456, 'fear': 64.1761302947998, 'happy': 0.005323620644048788, 'sad': 2.504226192831993, 'surprise': 23.98790270090103, 'neutral': 2.8397031128406525}, 'dominant_emotion': 'fear'}"
151,00:02:31,209,angry,"{'emotion': {'angry': 97.61388330294093, 'disgust': 1.3884908852657799e-12, 'fear': 0.002657224696770067, 'happy': 8.903037458422726e-05, 'sad': 2.3833651979726316, 'surprise': 5.165022248951797e-16, 'neutral': 3.083179921310549e-06}, 'dominant_emotion': 'angry'}"
152,00:02:32,209,sad,"{'emotion': {'angry': 0.001490155773353763, 'disgust': 7.655155128500832e-12, 'fear': 0.00030248204438976245, 'happy': 0.07996158092282712, 'sad': 99.91186261177063, 'surprise': 1.5319673698013792e-10, 'neutral': 0.00638906130916439}, 'dominant_emotion': 'sad'}"
153,00:02:33,211,angry,"{'emotion': {'angry': 91.97868609174324, 'disgust': 0.0003149964561882512, 'fear': 2.0481756535977906, 'happy': 0.9835786427353195, 'sad': 0.02059086209454606, 'surprise': 0.00044890290049679697, 'neutral': 4.968204941535585}, 'dominant_emotion': 'angry'}"
154,00:02:34,212,angry,"{'emotion': {'angry': 99.51831698417664, 'disgust': 4.406073230711627e-05, 'fear': 0.08413321920670569, 'happy': 0.19034200813621283, 'sad': 0.050363753689453006, 'surprise': 0.000910766812012298, 'neutral': 0.15589158283546567}, 'dominant_emotion': 'angry'}"
155,00:02:35,214,surprise,"{'emotion': {'angry': 15.616823732852936, 'disgust': 0.18462022999301553, 'fear': 1.8770026043057442, 'happy': 0.8228935301303864, 'sad': 1.8192071467638016, 'surprise': 62.721604108810425, 'neutral': 16.95784628391266}, 'dominant_emotion': 'surprise'}"
156,00:02:36,215,happy,"{'emotion': {'angry': 0.24896161630749702, 'disgust': 5.877191094905143e-09, 'fear': 1.9785242155194283, 'happy': 69.80650424957275, 'sad': 27.965053915977478, 'surprise': 2.448949897038144e-09, 'neutral': 0.0009544469321554061}, 'dominant_emotion': 'happy'}"
157,00:02:37,216,fear,"{'emotion': {'angry': 11.848103332745632, 'disgust': 1.8407556827955625, 'fear': 81.95782518889604, 'happy': 0.16536548857876796, 'sad': 0.6608953842943449, 'surprise': 0.20218046765858322, 'neutral': 3.324868506208836}, 'dominant_emotion': 'fear'}"
158,00:02:38,219,surprise,"{'emotion': {'angry': 1.6931538547965201, 'disgust': 8.467668799619007, 'fear': 34.96211975587128, 'happy': 5.474430648948589, 'sad': 0.8588298735815211, 'surprise': 43.4659417549337, 'neutral': 5.077858571878586}, 'dominant_emotion': 'surprise'}"
159,00:02:39,221,surprise,"{'emotion': {'angry': 3.68669256567955, 'disgust': 0.3650904633104801, 'fear': 18.350346386432648, 'happy': 0.42996308766305447, 'sad': 0.01822241465561092, 'surprise': 73.93833994865417, 'neutral': 3.2113414257764816}, 'dominant_emotion': 'surprise'}"
160,00:02:40,222,fear,"{'emotion': {'angry': 1.3144612016631605, 'disgust': 0.2731221820783236, 'fear': 46.27618447258288, 'happy': 0.19346126333162347, 'sad': 15.245749383658097, 'surprise': 2.6061537988369223, 'neutral': 34.090871702536546}, 'dominant_emotion': 'fear'}"
161,00:02:41,223,surprise,"{'emotion': {'angry': 0.004441849159775302, 'disgust': 5.734141268476378e-05, 'fear': 0.24428728502243757, 'happy': 0.014359387569129467, 'sad': 0.00036253159123589285, 'surprise': 99.73548650741577, 'neutral': 0.0010128323083336}, 'dominant_emotion': 'surprise'}"
162,00:02:42,224,neutral,"{'emotion': {'angry': 0.005816828689795953, 'disgust': 2.341825317804013e-07, 'fear': 0.004653187629584231, 'happy': 8.684082101826792, 'sad': 0.4162402140343317, 'surprise': 3.0405495401877985e-05, 'neutral': 90.88917916352625}, 'dominant_emotion': 'neutral'}"
163,00:02:43,226,angry,"{'emotion': {'angry': 77.79463860924704, 'disgust': 0.00020412003482708424, 'fear': 0.15986789526705686, 'happy': 21.957674259862216, 'sad': 0.05096989360092802, 'surprise': 0.00016269072723316548, 'neutral': 0.03649137068623253}, 'dominant_emotion': 'angry'}"
164,00:02:44,226,fear,"{'emotion': {'angry': 20.32227339281281, 'disgust': 0.008232763993457794, 'fear': 75.09541363092742, 'happy': 0.841487156092355, 'sad': 2.4030357168934176, 'surprise': 0.8351393541776749, 'neutral': 0.4944220945639667}, 'dominant_emotion': 'fear'}"
165,00:02:45,226,happy,"{'emotion': {'angry': 0.021843657304998487, 'disgust': 3.0759544245029247e-06, 'fear': 0.43228650465607643, 'happy': 99.53210949897766, 'sad': 0.0015700905350968242, 'surprise': 0.010513386223465204, 'neutral': 0.0016728357877582312}, 'dominant_emotion': 'happy'}"
166,00:02:46,226,sad,"{'emotion': {'angry': 0.010223691060673445, 'disgust': 1.0323762244385248e-10, 'fear': 0.015448889462277293, 'happy': 0.004322238237364218, 'sad': 99.96999502182007, 'surprise': 3.543641075021142e-10, 'neutral': 1.0545151951646403e-05}, 'dominant_emotion': 'sad'}"
167,00:02:47,229,fear,"{'emotion': {'angry': 8.617206662893295, 'disgust': 0.00979150936473161, 'fear': 91.30539298057556, 'happy': 0.003167281101923436, 'sad': 0.05913472268730402, 'surprise': 0.004260892455931753, 'neutral': 0.001052263814926846}, 'dominant_emotion': 'fear'}"
168,00:02:48,230,angry,"{'emotion': {'angry': 96.95266467050699, 'disgust': 0.009598317982668384, 'fear': 1.7248475089578337, 'happy': 0.000829800096091075, 'sad': 0.7416135142215201, 'surprise': 0.062059131657503944, 'neutral': 0.508394495153099}, 'dominant_emotion': 'angry'}"
169,00:02:49,231,fear,"{'emotion': {'angry': 3.3451564085110643, 'disgust': 1.070240257325111, 'fear': 95.47166336258331, 'happy': 0.0684464943853183, 'sad': 0.03593477902533167, 'surprise': 0.0008206567007344073, 'neutral': 0.007732135030043714}, 'dominant_emotion': 'fear'}"
170,00:02:50,231,angry,"{'emotion': {'angry': 83.47051045122805, 'disgust': 3.188684505884538e-15, 'fear': 0.0002870449350773714, 'happy': 4.2864405426518415e-05, 'sad': 16.529163213322356, 'surprise': 2.6252239282795738e-14, 'neutral': 4.257207618160279e-08}, 'dominant_emotion': 'angry'}"
171,00:02:51,232,angry,"{'emotion': {'angry': 84.39127988919259, 'disgust': 0.08046564385331942, 'fear': 6.902502399384689, 'happy': 4.7465430502244175, 'sad': 1.4007485664488595, 'surprise': 0.9229590016056297, 'neutral': 1.5554998078346483}, 'dominant_emotion': 'angry'}"
172,00:02:52,233,sad,"{'emotion': {'angry': 0.17428221055684748, 'disgust': 1.148033776456996e-10, 'fear': 0.26416191077452367, 'happy': 2.6018319339652023, 'sad': 96.95170503566891, 'surprise': 3.3910465434194014e-10, 'neutral': 0.008018337871808208}, 'dominant_emotion': 'sad'}"
173,00:02:53,234,fear,"{'emotion': {'angry': 6.267953664064407, 'disgust': 2.528527387468671e-08, 'fear': 43.73459219932556, 'happy': 38.19282948970795, 'sad': 10.618918389081955, 'surprise': 0.002199971095251385, 'neutral': 1.1835118755698204}, 'dominant_emotion': 'fear'}"
174,00:02:54,236,fear,"{'emotion': {'angry': 1.1715185828506947, 'disgust': 0.020384564413689077, 'fear': 91.83506369590759, 'happy': 0.23030187003314495, 'sad': 0.9335378184914589, 'surprise': 4.587920755147934, 'neutral': 1.2212748639285564}, 'dominant_emotion': 'fear'}"
175,00:02:55,236,angry,"{'emotion': {'angry': 95.16507444798059, 'disgust': 1.0493145004732012, 'fear': 0.5102371188715554, 'happy': 0.04091962276705381, 'sad': 0.1290353443319685, 'surprise': 3.086762507347762, 'neutral': 0.018648396467794898}, 'dominant_emotion': 'angry'}"
176,00:02:56,240,sad,"{'emotion': {'angry': 0.4120308440178633, 'disgust': 2.054586362154609e-09, 'fear': 0.5698410794138908, 'happy': 17.805802822113037, 'sad': 81.20835423469543, 'surprise': 1.2547259897743857e-07, 'neutral': 0.003970325633417815}, 'dominant_emotion': 'sad'}"
