,video_time_stamp,blink_counter,Emotion,list_of_emotions
177,00:02:57,243,fear,"{'emotion': {'angry': 0.0013251798679393466, 'disgust': 0.002018458566966184, 'fear': 99.83984826086143, 'happy': 0.09144264548519498, 'sad': 0.001424396202035913, 'surprise': 0.037762079000050304, 'neutral': 0.02618101155494291}, 'dominant_emotion': 'fear'}"
178,00:02:58,245,angry,"{'emotion': {'angry': 97.83612476802615, 'disgust': 0.0020508208166598644, 'fear': 0.9956682694356602, 'happy': 0.009239961769299166, 'sad': 0.9409037048163238, 'surprise': 0.001389468971920213, 'neutral': 0.214630052201751}, 'dominant_emotion': 'angry'}"
179,00:02:59,247,fear,"{'emotion': {'angry': 0.07224767468869686, 'disgust': 3.523150521322904e-09, 'fear': 71.60390019416809, 'happy': 6.774323433637619, 'sad': 21.54843807220459, 'surprise': 2.195368509205764e-06, 'neutral': 0.0010900711458816659}, 'dominant_emotion': 'fear'}"
180,00:03:00,248,happy,"{'emotion': {'angry': 0.0039006063161650673, 'disgust': 1.8036808517292533e-13, 'fear': 6.097743607824668e-05, 'happy': 99.75473284721375, 'sad': 0.023496111680287868, 'surprise': 1.1615459705183184e-07, 'neutral': 0.21781101822853088}, 'dominant_emotion': 'happy'}"
181,00:03:01,250,surprise,"{'emotion': {'angry': 0.05778660415671766, 'disgust': 0.0002926424713223241, 'fear': 2.692507393658161, 'happy': 0.9085506200790405, 'sad': 0.004532092498266138, 'surprise': 96.29053473472595, 'neutral': 0.045797094935551286}, 'dominant_emotion': 'surprise'}"
182,00:03:02,250,surprise,"{'emotion': {'angry': 0.7772489914148445, 'disgust': 0.004018203493012137, 'fear': 0.5176259047613088, 'happy': 0.009460792916818285, 'sad': 0.005699896404210822, 'surprise': 98.68584267412679, 'neutral': 0.0001012706153568352}, 'dominant_emotion': 'surprise'}"
183,00:03:03,250,surprise,"{'emotion': {'angry': 27.00180411338806, 'disgust': 1.142038218677044, 'fear': 3.0135558918118477, 'happy': 0.38380909245461226, 'sad': 0.5787330213934183, 'surprise': 67.63153076171875, 'neutral': 0.24852645583450794}, 'dominant_emotion': 'surprise'}"
184,00:03:04,251,surprise,"{'emotion': {'angry': 1.8169648165681849, 'disgust': 4.23788490819245, 'fear': 0.2879498465254811, 'happy': 0.08770691288005786, 'sad': 0.012507003720801546, 'surprise': 93.39768847213318, 'neutral': 0.15930000012293458}, 'dominant_emotion': 'surprise'}"
185,00:03:05,253,fear,"{'emotion': {'angry': 0.5141591824360651, 'disgust': 0.019125349159734895, 'fear': 93.8425257581411, 'happy': 4.646247635186282, 'sad': 0.007913697050273004, 'surprise': 0.9649196201754522, 'neutral': 0.005102479428765612}, 'dominant_emotion': 'fear'}"
186,00:03:06,256,surprise,"{'emotion': {'angry': 28.220224380493164, 'disgust': 0.012791153858415782, 'fear': 1.3210591860115528, 'happy': 7.185538113117218, 'sad': 0.6013881880789995, 'surprise': 60.151439905166626, 'neutral': 2.5075651705265045}, 'dominant_emotion': 'surprise'}"
187,00:03:07,257,sad,"{'emotion': {'angry': 0.15867984620854259, 'disgust': 1.930628400204082e-10, 'fear': 1.1337925679981709, 'happy': 0.04964470863342285, 'sad': 98.6343502998352, 'surprise': 1.4639188472553855e-08, 'neutral': 0.023529038298875093}, 'dominant_emotion': 'sad'}"
188,00:03:08,260,disgust,"{'emotion': {'angry': 26.791843985538957, 'disgust': 71.782639239149, 'fear': 0.6573232674388012, 'happy': 6.894546911491537e-06, 'sad': 0.06045317415893664, 'surprise': 0.7057653184402368, 'neutral': 0.0019671797943757972}, 'dominant_emotion': 'disgust'}"
189,00:03:09,260,surprise,"{'emotion': {'angry': 4.951919024953958, 'disgust': 1.5400286790694382, 'fear': 0.2804338364903526, 'happy': 0.001787216720682345, 'sad': 0.002664362410338699, 'surprise': 93.21969232324453, 'neutral': 0.003469059761576681}, 'dominant_emotion': 'surprise'}"
190,00:03:10,264,angry,"{'emotion': {'angry': 86.4527778085735, 'disgust': 0.00015380625640346477, 'fear': 0.050947360907437095, 'happy': 0.029650327008923647, 'sad': 10.13444168753127, 'surprise': 3.2574094674099126, 'neutral': 0.07461331826587697}, 'dominant_emotion': 'angry'}"
191,00:03:11,265,surprise,"{'emotion': {'angry': 0.020370025595184416, 'disgust': 2.3613904165387112e-07, 'fear': 1.4952607452869415, 'happy': 0.029602900031022727, 'sad': 0.0008873915248841513, 'surprise': 98.41325283050537, 'neutral': 0.04062964580953121}, 'dominant_emotion': 'surprise'}"
192,00:03:12,265,angry,"{'emotion': {'angry': 59.6387374831751, 'disgust': 8.267078308215343, 'fear': 15.416440020031926, 'happy': 4.054162540535624, 'sad': 4.328645622295663, 'surprise': 0.9084931423076221, 'neutral': 7.386437668032924}, 'dominant_emotion': 'angry'}"
193,00:03:13,267,fear,"{'emotion': {'angry': 9.689539670944214, 'disgust': 0.056099367793649435, 'fear': 58.39345455169678, 'happy': 1.1180385947227478, 'sad': 0.3394701750949025, 'surprise': 30.38349151611328, 'neutral': 0.019901437917724252}, 'dominant_emotion': 'fear'}"
194,00:03:14,268,angry,"{'emotion': {'angry': 83.74940752983093, 'disgust': 1.1215322650969028, 'fear': 2.445514500141144, 'happy': 0.3137802006676793, 'sad': 2.689615823328495, 'surprise': 9.554913640022278, 'neutral': 0.12523486511781812}, 'dominant_emotion': 'angry'}"
195,00:03:15,271,angry,"{'emotion': {'angry': 76.39628930136092, 'disgust': 5.425650352162081, 'fear': 1.1109934726663264, 'happy': 0.00035730843425596406, 'sad': 1.8774423372814253, 'surprise': 15.174419859120862, 'neutral': 0.014844505907877576}, 'dominant_emotion': 'angry'}"
196,00:03:16,271,angry,"{'emotion': {'angry': 42.68687454618519, 'disgust': 0.008326377891212357, 'fear': 25.865217940185314, 'happy': 0.6390363613174723, 'sad': 0.46516558198147034, 'surprise': 28.932043441290446, 'neutral': 1.4033282365407662}, 'dominant_emotion': 'angry'}"
197,00:03:17,273,happy,"{'emotion': {'angry': 29.658374190330505, 'disgust': 6.104953782087863e-10, 'fear': 0.26496569626033306, 'happy': 69.48152780532837, 'sad': 0.5903915967792273, 'surprise': 6.331557500516283e-06, 'neutral': 0.004730010914499871}, 'dominant_emotion': 'happy'}"
198,00:03:18,275,sad,"{'emotion': {'angry': 0.014660537999588996, 'disgust': 1.0423691342796357e-14, 'fear': 0.0003092104861934786, 'happy': 0.01090956138796173, 'sad': 99.97410178184509, 'surprise': 7.014927392901037e-13, 'neutral': 2.1114605885941273e-05}, 'dominant_emotion': 'sad'}"
199,00:03:19,275,surprise,"{'emotion': {'angry': 18.160418758417293, 'disgust': 0.002337042454346751, 'fear': 14.22879631690957, 'happy': 0.14528863532326433, 'sad': 5.471850140205034, 'surprise': 60.55668357352516, 'neutral': 1.434627540238353}, 'dominant_emotion': 'surprise'}"
200,00:03:20,277,neutral,"{'emotion': {'angry': 0.6484563462436199, 'disgust': 0.009582690108800307, 'fear': 1.530727744102478, 'happy': 11.53024137020111, 'sad': 0.28381242882460356, 'surprise': 4.620588570833206, 'neutral': 81.37658834457397}, 'dominant_emotion': 'neutral'}"
201,00:03:21,278,surprise,"{'emotion': {'angry': 7.5510963797569275, 'disgust': 19.443251192569733, 'fear': 1.086627785116434, 'happy': 0.03842487931251526, 'sad': 0.04950829898007214, 'surprise': 71.82428240776062, 'neutral': 0.006809867772972211}, 'dominant_emotion': 'surprise'}"
202,00:03:22,278,surprise,"{'emotion': {'angry': 2.0683348178863525, 'disgust': 6.14302848589432e-06, 'fear': 3.8215696811676025, 'happy': 0.25668423622846603, 'sad': 0.46052117832005024, 'surprise': 91.4873719215393, 'neutral': 1.905512623488903}, 'dominant_emotion': 'surprise'}"
203,00:03:23,278,sad,"{'emotion': {'angry': 0.007463581277988851, 'disgust': 5.426411815549759e-11, 'fear': 0.015257115592248738, 'happy': 0.287647801451385, 'sad': 99.6845006942749, 'surprise': 1.025448389396777e-09, 'neutral': 0.005136169420438819}, 'dominant_emotion': 'sad'}"
204,00:03:24,279,sad,"{'emotion': {'angry': 5.857759788341355e-06, 'disgust': 2.829356223933038e-13, 'fear': 0.005284110375214368, 'happy': 0.14662626199424267, 'sad': 97.55973815917969, 'surprise': 2.1646753400189622e-10, 'neutral': 2.2883517667651176}, 'dominant_emotion': 'sad'}"
205,00:03:25,280,happy,"{'emotion': {'angry': 1.7987167462706566, 'disgust': 0.6203066557645798, 'fear': 13.347938656806946, 'happy': 83.44775438308716, 'sad': 0.24270566646009684, 'surprise': 0.23759007453918457, 'neutral': 0.30498821288347244}, 'dominant_emotion': 'happy'}"
206,00:03:26,281,fear,"{'emotion': {'angry': 0.18090265974817757, 'disgust': 0.003831627234631883, 'fear': 98.30870648518723, 'happy': 0.16201293725738677, 'sad': 0.35044791190202096, 'surprise': 0.5962223966452602, 'neutral': 0.3978835875828758}, 'dominant_emotion': 'fear'}"
207,00:03:27,282,disgust,"{'emotion': {'angry': 29.32608127593994, 'disgust': 63.30294609069824, 'fear': 4.683053493499756, 'happy': 0.00828181000542827, 'sad': 1.6070395708084106, 'surprise': 0.300625734962523, 'neutral': 0.7719739340245724}, 'dominant_emotion': 'disgust'}"
208,00:03:28,284,sad,"{'emotion': {'angry': 10.467268405393863, 'disgust': 7.446342653341628e-07, 'fear': 40.045129659481624, 'happy': 0.0006203395429607301, 'sad': 49.48135313280542, 'surprise': 2.3532939223319732e-07, 'neutral': 0.0056285618201158535}, 'dominant_emotion': 'sad'}"
209,00:03:29,286,disgust,"{'emotion': {'angry': 26.415812969207764, 'disgust': 63.789331912994385, 'fear': 7.045187801122665, 'happy': 0.08000207017175853, 'sad': 0.532993720844388, 'surprise': 1.9150473177433014, 'neutral': 0.22162289824336767}, 'dominant_emotion': 'disgust'}"
210,00:03:30,289,fear,"{'emotion': {'angry': 3.538593277335167, 'disgust': 12.824323773384094, 'fear': 82.1809709072113, 'happy': 0.1363720977678895, 'sad': 0.7012153044342995, 'surprise': 0.3890611929818988, 'neutral': 0.22946642711758614}, 'dominant_emotion': 'fear'}"
211,00:03:31,291,fear,"{'emotion': {'angry': 44.881415367126465, 'disgust': 0.3107592463493347, 'fear': 53.01227569580078, 'happy': 0.25380016304552555, 'sad': 0.10298197157680988, 'surprise': 1.2383089400827885, 'neutral': 0.20045440178364515}, 'dominant_emotion': 'fear'}"
212,00:03:32,291,surprise,"{'emotion': {'angry': 1.9095590338110924, 'disgust': 0.03053104446735233, 'fear': 4.736709222197533, 'happy': 28.34775745868683, 'sad': 0.3952625673264265, 'surprise': 64.57178592681885, 'neutral': 0.008396421617362648}, 'dominant_emotion': 'surprise'}"
213,00:03:33,293,fear,"{'emotion': {'angry': 0.0017373407116414098, 'disgust': 3.9035941252458945e-06, 'fear': 80.26888848953774, 'happy': 19.341663678983668, 'sad': 9.130009719541992e-05, 'surprise': 0.3837588937585887, 'neutral': 0.0038639138922239554}, 'dominant_emotion': 'fear'}"
214,00:03:34,295,angry,"{'emotion': {'angry': 40.43823182582855, 'disgust': 0.020148047769907862, 'fear': 14.279310405254364, 'happy': 0.7549092639237642, 'sad': 24.627795815467834, 'surprise': 0.22525719832628965, 'neutral': 19.654345512390137}, 'dominant_emotion': 'angry'}"
215,00:03:35,297,angry,"{'emotion': {'angry': 94.34436031051155, 'disgust': 0.7253936092831362, 'fear': 0.675470254886716, 'happy': 0.004656401679018126, 'sad': 0.2187155857723253, 'surprise': 3.4280970331314764, 'neutral': 0.6033128339573343}, 'dominant_emotion': 'angry'}"
216,00:03:36,299,happy,"{'emotion': {'angry': 0.18515075910901915, 'disgust': 8.33326017104841e-10, 'fear': 0.17174704979767802, 'happy': 74.65085093368877, 'sad': 24.967826906701696, 'surprise': 5.7791088397795156e-05, 'neutral': 0.02436409122906283}, 'dominant_emotion': 'happy'}"
217,00:03:37,302,happy,"{'emotion': {'angry': 1.6404660511572422, 'disgust': 2.0361505573806784e-12, 'fear': 0.07386455843659442, 'happy': 98.28032234672574, 'sad': 0.0010275155861368356, 'surprise': 0.0019902331231276874, 'neutral': 0.0023291272603122417}, 'dominant_emotion': 'happy'}"
218,00:03:38,305,disgust,"{'emotion': {'angry': 1.494144182652235, 'disgust': 53.9080023765564, 'fear': 29.00494933128357, 'happy': 0.07872895803302526, 'sad': 0.026720151072368026, 'surprise': 15.476207435131073, 'neutral': 0.011246679787291214}, 'dominant_emotion': 'disgust'}"
219,00:03:39,308,neutral,"{'emotion': {'angry': 2.4744264781475067, 'disgust': 6.836192500969673e-07, 'fear': 0.08960184641182423, 'happy': 0.0002314052835572511, 'sad': 17.27161705493927, 'surprise': 1.3180389668143028e-11, 'neutral': 80.16412258148193}, 'dominant_emotion': 'neutral'}"
220,00:03:40,310,surprise,"{'emotion': {'angry': 0.03641889779828489, 'disgust': 3.0205009693418106e-05, 'fear': 0.1762428553774953, 'happy': 0.029653057572431862, 'sad': 0.0006923500677658012, 'surprise': 99.7568666934967, 'neutral': 9.646449825595482e-05}, 'dominant_emotion': 'surprise'}"
221,00:03:41,311,angry,"{'emotion': {'angry': 38.968875346712785, 'disgust': 0.9807168159316072, 'fear': 37.914406532907876, 'happy': 0.07961393459261563, 'sad': 0.6415706044626597, 'surprise': 19.705244583204067, 'neutral': 1.7095769843206992}, 'dominant_emotion': 'angry'}"
222,00:03:42,311,sad,"{'emotion': {'angry': 0.23761062844268938, 'disgust': 2.8432306827750387e-11, 'fear': 0.08374753108277547, 'happy': 0.0014814832009679175, 'sad': 99.67484478058282, 'surprise': 1.596366403300534e-10, 'neutral': 0.0023109753757088}, 'dominant_emotion': 'sad'}"
223,00:03:43,312,sad,"{'emotion': {'angry': 24.08514767885208, 'disgust': 0.02093156654154882, 'fear': 5.268646776676178, 'happy': 0.6668212823569775, 'sad': 45.542049407958984, 'surprise': 12.539306282997131, 'neutral': 11.877092719078064}, 'dominant_emotion': 'sad'}"
224,00:03:44,312,angry,"{'emotion': {'angry': 55.843138694763184, 'disgust': 0.06430104840546846, 'fear': 31.18927776813507, 'happy': 0.6885458715260029, 'sad': 2.6720423251390457, 'surprise': 9.422975033521652, 'neutral': 0.11972016654908657}, 'dominant_emotion': 'angry'}"
225,00:03:45,314,angry,"{'emotion': {'angry': 97.85692717350398, 'disgust': 1.0103531383911045e-05, 'fear': 0.056919105317773784, 'happy': 0.8194408333968123, 'sad': 0.685315870008961, 'surprise': 0.16530009810029292, 'neutral': 0.4160866576627901}, 'dominant_emotion': 'angry'}"
226,00:03:46,314,angry,"{'emotion': {'angry': 99.68329068223127, 'disgust': 2.796469217268736e-18, 'fear': 1.0132728576188128e-05, 'happy': 2.015391329824863e-05, 'sad': 0.3166816574849674, 'surprise': 4.5029520716821906e-18, 'neutral': 4.0911740681731317e-10}, 'dominant_emotion': 'angry'}"
227,00:03:47,315,surprise,"{'emotion': {'angry': 0.5198498410552551, 'disgust': 0.0026423690963752982, 'fear': 6.931014440180593, 'happy': 0.7689703241253285, 'sad': 0.06222449169935187, 'surprise': 88.90831338266294, 'neutral': 2.8069883205876733}, 'dominant_emotion': 'surprise'}"
228,00:03:48,315,fear,"{'emotion': {'angry': 8.744994550943375, 'disgust': 4.367202520370483, 'fear': 86.33654713630676, 'happy': 0.004187546801404096, 'sad': 0.44348021037876606, 'surprise': 0.021138023294042796, 'neutral': 0.08245304925367236}, 'dominant_emotion': 'fear'}"
229,00:03:49,318,surprise,"{'emotion': {'angry': 0.1807171036489308, 'disgust': 0.0038090525777079165, 'fear': 0.9139969944953918, 'happy': 0.23849087301641703, 'sad': 0.013928909902460873, 'surprise': 98.17472100257874, 'neutral': 0.47433823347091675}, 'dominant_emotion': 'surprise'}"
230,00:03:50,318,fear,"{'emotion': {'angry': 0.5269736051559448, 'disgust': 0.00013691131925952504, 'fear': 92.72087812423706, 'happy': 5.7487934827804565, 'sad': 0.03531956463120878, 'surprise': 0.9644778445363045, 'neutral': 0.0034163946111220866}, 'dominant_emotion': 'fear'}"
231,00:03:51,318,sad,"{'emotion': {'angry': 48.28200340270996, 'disgust': 2.7912420638709357e-10, 'fear': 1.0870453901588917, 'happy': 0.08483815472573042, 'sad': 50.48697590827942, 'surprise': 1.3445501378939184e-07, 'neutral': 0.05914510111324489}, 'dominant_emotion': 'sad'}"
232,00:03:52,319,sad,"{'emotion': {'angry': 5.330901965498924, 'disgust': 1.4288844630075404e-10, 'fear': 5.097349360585213, 'happy': 7.948286831378937, 'sad': 81.61863088607788, 'surprise': 9.195269434769671e-07, 'neutral': 0.004830341276829131}, 'dominant_emotion': 'sad'}"
233,00:03:53,321,angry,"{'emotion': {'angry': 97.87124395370483, 'disgust': 0.04266384639777243, 'fear': 1.5955297276377678, 'happy': 0.03400375135242939, 'sad': 0.24155736900866032, 'surprise': 0.06686575361527503, 'neutral': 0.14813285088166595}, 'dominant_emotion': 'angry'}"
234,00:03:54,322,sad,"{'emotion': {'angry': 1.1144071817398071, 'disgust': 1.8151207262489394e-11, 'fear': 0.13070593122392893, 'happy': 0.06086978828534484, 'sad': 98.69402050971985, 'surprise': 3.681660892492812e-12, 'neutral': 6.479377923085394e-07}, 'dominant_emotion': 'sad'}"
235,00:03:55,324,angry,"{'emotion': {'angry': 98.05375933647156, 'disgust': 1.3112387911573542e-09, 'fear': 0.06061244057491422, 'happy': 0.21516699343919754, 'sad': 1.6700053587555885, 'surprise': 4.443934109588099e-09, 'neutral': 0.00045663568926102016}, 'dominant_emotion': 'angry'}"
236,00:03:56,327,fear,"{'emotion': {'angry': 12.90626972913742, 'disgust': 0.11134938104078174, 'fear': 54.1523814201355, 'happy': 21.790684759616852, 'sad': 0.8285455405712128, 'surprise': 1.3789641670882702, 'neutral': 8.831803500652313}, 'dominant_emotion': 'fear'}"
237,00:03:57,327,sad,"{'emotion': {'angry': 0.0625586835667491, 'disgust': 6.7004647171669835e-15, 'fear': 0.28178202919662, 'happy': 0.032763887429609895, 'sad': 99.6228814125061, 'surprise': 2.1887355073973644e-12, 'neutral': 1.6396619173519866e-05}, 'dominant_emotion': 'sad'}"
238,00:03:58,327,surprise,"{'emotion': {'angry': 1.3966246508061886, 'disgust': 1.2840302432426398e-08, 'fear': 0.03521939506754279, 'happy': 0.3665842115879059, 'sad': 0.0038986247091088444, 'surprise': 98.15257787704468, 'neutral': 0.04509716236498207}, 'dominant_emotion': 'surprise'}"
239,00:03:59,331,sad,"{'emotion': {'angry': 0.011248861062272552, 'disgust': 3.612786067069801e-10, 'fear': 0.10674357817656267, 'happy': 1.0242692638385146e-06, 'sad': 99.8791932987686, 'surprise': 2.6982565361061635e-09, 'neutral': 0.0028159698418197873}, 'dominant_emotion': 'sad'}"
240,00:04:00,333,surprise,"{'emotion': {'angry': 0.28269614558666945, 'disgust': 6.776079697345949e-08, 'fear': 0.0017706604921841063, 'happy': 0.12392010539770126, 'sad': 0.0007031758286757395, 'surprise': 99.58348274230957, 'neutral': 0.0074244075221940875}, 'dominant_emotion': 'surprise'}"
241,00:04:01,336,sad,"{'emotion': {'angry': 23.963360488414764, 'disgust': 3.945041128760327e-14, 'fear': 2.3042168468236923, 'happy': 0.013320469588506967, 'sad': 73.71910214424133, 'surprise': 7.198006296907367e-11, 'neutral': 3.3757576289872304e-06}, 'dominant_emotion': 'sad'}"
242,00:04:02,336,fear,"{'emotion': {'angry': 24.19375479221344, 'disgust': 6.48142397403717, 'fear': 55.595964193344116, 'happy': 1.66570283472538, 'sad': 0.2229093573987484, 'surprise': 11.339382827281952, 'neutral': 0.5008556414395571}, 'dominant_emotion': 'fear'}"
243,00:04:03,339,fear,"{'emotion': {'angry': 16.659748554229736, 'disgust': 1.170981489121914, 'fear': 45.551854372024536, 'happy': 1.5286783687770367, 'sad': 15.769323706626892, 'surprise': 15.981687605381012, 'neutral': 3.3377330750226974}, 'dominant_emotion': 'fear'}"
244,00:04:04,341,angry,"{'emotion': {'angry': 76.5676842074206, 'disgust': 5.9471982481379e-13, 'fear': 0.18493859035528246, 'happy': 4.445473742215261, 'sad': 18.801800537216696, 'surprise': 1.332365981050303e-09, 'neutral': 9.906089552901435e-05}, 'dominant_emotion': 'angry'}"
245,00:04:05,342,sad,"{'emotion': {'angry': 0.13483138754963875, 'disgust': 3.8309927084495166e-16, 'fear': 8.722482647272045e-06, 'happy': 3.2396378912835644e-06, 'sad': 99.86515641212463, 'surprise': 5.199571300493452e-20, 'neutral': 6.477687830575007e-09}, 'dominant_emotion': 'sad'}"
246,00:04:06,344,fear,"{'emotion': {'angry': 2.4276738570734175, 'disgust': 0.24612426362182283, 'fear': 95.63268397049212, 'happy': 0.06904651356765709, 'sad': 0.03236228269169675, 'surprise': 1.5632218681706112, 'neutral': 0.028888289210247352}, 'dominant_emotion': 'fear'}"
